d,disregistry,energy,energy_inf,label,stacking
2.8,0.0,-154.56879412197543,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.81,0.0,-154.57086940754078,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.82,0.0,-154.572864077507,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.83,0.0,-154.57478081212986,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.84,0.0,-154.5766222075685,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.85,0.0,-154.57839077844247,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.86,0.0,-154.5800889603129,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.87,0.0,-154.58171911208993,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.88,0.0,-154.58328351836843,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.89,0.0,-154.58478439169434,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.9,0.0,-154.58622387476345,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.91,0.0,-154.58760404255463,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.92,0.0,-154.5889269043994,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.93,0.0,-154.5901944059899,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.94,0.0,-154.5914084313267,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.95,0.0,-154.59257080460853,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.96,0.0,-154.59368329206538,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.97,0.0,-154.59474760373683,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.98,0.0,-154.59576539519722,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
2.99,0.0,-154.59673826922884,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
3.0,0.0,-154.5976677774452,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
3.01,0.0,-154.59855542186557,-154.59045341799018,fit-bootstrap/QMC-05-kTinf,AB
