d,disregistry,energy,energy_inf,label,stacking
2.8,0.0,-154.56328006878715,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.81,0.0,-154.56563398617755,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.82,0.0,-154.5678957467947,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.83,0.0,-154.57006846084042,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.84,0.0,-154.5721551391226,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.85,0.0,-154.5741586961418,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.86,0.0,-154.5760819530842,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.87,0.0,-154.5779276407234,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.88,0.0,-154.57969840223353,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.89,0.0,-154.5813967959169,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.9,0.0,-154.58302529784842,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.91,0.0,-154.5845863044391,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.92,0.0,-154.58608213492153,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.93,0.0,-154.5875150337591,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.94,0.0,-154.58888717298203,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.95,0.0,-154.59020065445137,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.96,0.0,-154.59145751205423,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.97,0.0,-154.59265971383147,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.98,0.0,-154.59380916404018,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
2.99,0.0,-154.59490770515316,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.0,0.0,-154.59595711979688,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.01,0.0,-154.59695913262993,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.02,0.0,-154.59791541216399,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.03,0.0,-154.5988275725285,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.04,0.0,-154.59969717518152,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.05,0.0,-154.6005257305675,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.06,0.0,-154.60131469972436,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.07,0.0,-154.60206549584086,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.08,0.0,-154.60277948576623,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.09,0.0,-154.6034579914729,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.1,0.0,-154.60410229147442,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.11,0.0,-154.60471362219943,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.12,0.0,-154.6052931793233,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.13,0.0,-154.6058421190585,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.14,0.0,-154.6063615594052,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.15,0.0,-154.60685258136309,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.16,0.0,-154.60731623010565,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.17,0.0,-154.6077535161183,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.18,0.0,-154.6081654163008,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.19,0.0,-154.60855287503597,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.2,0.0,-154.6089168052249,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.21,0.0,-154.60925808929022,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.22,0.0,-154.6095775801481,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.23,0.0,-154.60987610215,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.24,0.0,-154.61015445199524,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.25,0.0,-154.6104133996152,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.26,0.0,-154.61065368902973,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.27,0.0,-154.61087603917716,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.28,0.0,-154.61108114471838,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.29,0.0,-154.61126967681562,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.3,0.0,-154.6114422838872,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.31,0.0,-154.61159959233854,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.32,0.0,-154.6117422072704,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.33,0.0,-154.6118707131649,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.34,0.0,-154.6119856745501,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.35,0.0,-154.6120876366439,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.36,0.0,-154.6121771259774,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.37,0.0,-154.61225465099926,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.38,0.0,-154.61232070266058,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.39,0.0,-154.61237575498177,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
3.4,0.0,-154.61242026560143,-154.58933254496293,fit-bootstrap/QMC-17-kT0.004,AB
