label,disregistry,d,energy,energy_inf,stacking
fit/DFT-D2-kT0.012,0.0,2.8,-154.89424623545304,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.81,-154.8954489807049,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.82,-154.89659717835858,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.83,-154.89769278037073,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.84,-154.89873767386416,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.85,-154.8997336832078,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.86,-154.90068257203154,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.87,-154.90158604517754,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.88,-154.90244575059063,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.89,-154.90326328114884,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.9,-154.9040401764367,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.91,-154.9047779244625,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.92,-154.90547796332154,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.93,-154.90614168280698,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.94,-154.90677042596982,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.95,-154.90736549062981,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.96,-154.9079281308384,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.97,-154.90845955829573,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.98,-154.9089609437227,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,2.99,-154.90943341818962,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.0,-154.9098780744029,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.01,-154.91029596795104,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.02,-154.9106881185108,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.03,-154.91105551101558,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.04,-154.9113990967865,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.05,-154.91171979462757,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.06,-154.91201849188616,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.07,-154.91229604547956,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.08,-154.91255328288932,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.09,-154.91279100312346,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.1,-154.91300997764836,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.11,-154.91321095129086,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.12,-154.91339464311162,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.13,-154.91356174725053,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.14,-154.91371293374533,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.15,-154.91384884932398,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.16,-154.91397011817156,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.17,-154.9140773426729,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.18,-154.91417110413133,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.19,-154.91425196346438,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.2,-154.9143204618773,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.21,-154.91437712151483,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.22,-154.9144224460922,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.23,-154.91445692150586,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.24,-154.9144810164245,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.25,-154.91449518286117,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.26,-154.91449985672693,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.27,-154.91449545836676,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.28,-154.9144823930781,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.29,-154.91446105161276,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.3,-154.91443181066268,-154.89056068511252,AB
fit/DFT-D2-kT0.012,0.0,3.31,-154.91439503332987,-154.89056068511252,AB
