disregistry,spacing,stacking
-0.0013993079235179728, 3.389859428357434,AB
0.08181152282084317, 3.4095890981150028,
0.16645702306079668, 3.426482627844921,SP
0.24823318430956542, 3.4093690364138607,
0.33144401505392646, 3.3894193049551498,
0.4993003460382412, 3.5096526712912253,Mid
0.6657220075269634, 3.6228023273508816,AA
0.8321436690156856, 3.509212547888941,
0.998565330504408, 3.388537161066951,
