disregistry,energy,stacking
-0.0002308103467824063, -0.016460422099470406,AB
0.0820348564116685, 5.064930594923823,
0.1655882019469055, 9.267501093312191,SP
0.25060334634509784, 5.03530993375341,
0.3318364404995221, -0.07481089748779368,
0.49720193070830426, 28.889741492411616,Mid
0.6639279871718038, 53.81252125884775,AA
0.830532564505418, 29.006887866664528,
0.998501757398079, -0.01623771036133803,
