stacking,disregistry,d,energy,energy_err
AB,0.0,3.0,-0.009696828178363148,0.000328408589617592
AB,0.0,3.2,-0.020104829928015988,0.0002776689914920026
AB,0.0,3.35,-0.023426953543406626,0.00026426731442532453
AB,0.0,3.5,-0.024080098357330826,0.00028204025445310887
AB,0.0,3.65,-0.02231152364933564,0.000373903996584975
AB,0.0,3.8,-0.02006864045907264,0.00023016355784434423
AB,0.0,4.0,-0.017873620181916294,0.00027804048347075173
AB,0.0,4.5,-0.011307992316943682,0.00025579384749631714
AB,0.0,5.0,-0.0074575537180976426,0.00023527671014632564
AB,0.0,6.0,-0.004641499906426816,0.0002174740754617492
AB,0.0,7.0,-0.0037236850288024925,0.00022122277072332842
SP,0.16667,3.0,-0.0064963848650734235,0.0001449699432391637
SP,0.16667,3.2,-0.019267048464826075,0.0001745750961273366
SP,0.16667,3.35,-0.022584490319246697,0.00014675773809715698
SP,0.16667,3.5,-0.0235668595479126,0.00016366168398396577
SP,0.16667,3.65,-0.022517602146223226,0.00019361766089320687
SP,0.16667,3.8,-0.020295377214409882,0.00026248349926866145
SP,0.16667,4.0,-0.01737543443741174,0.00015248515987643604
SP,0.16667,4.5,-0.011282607347084195,0.00019675091359330364
SP,0.16667,5.0,-0.007101611293734322,0.0001811920852881056
SP,0.16667,6.0,-0.004347214057304427,0.00017093685666960706
SP,0.16667,7.0,-0.0032778097768186854,0.00015226179678324943
Mid,0.5,3.0,0.0017046388566370752,0.0002839309666854704
Mid,0.5,3.2,-0.014260609838970595,0.0002119590097386526
Mid,0.5,3.35,-0.019216948852744054,0.0002741314913113757
Mid,0.5,3.5,-0.020965466691620804,0.0002712241272906982
Mid,0.5,3.65,-0.021307615629837073,0.0002740886824627545
Mid,0.5,3.8,-0.019687256628031946,0.00021677187716301495
Mid,0.5,4.0,-0.017283858029287558,0.00022923379666264058
Mid,0.5,4.5,-0.011033139488745292,0.0002388315661657376
Mid,0.5,5.0,-0.007384257228238766,0.00033187456505889124
Mid,0.5,6.0,-0.004402608280884124,0.00020563647212970817
Mid,0.5,7.0,-0.003563993093678164,0.00021475882160286127
AA,0.66667,3.0,0.01852624109426415,0.00020291739523343503
AA,0.66667,3.2,-0.00574460344836325,0.00040647329311042886
AA,0.66667,3.35,-0.014718570569698386,0.00024371131382122646
AA,0.66667,3.5,-0.018309856960428306,0.0002878172604445547
AA,0.66667,3.65,-0.019530211564671163,0.00030420912111045267
AA,0.66667,3.8,-0.01838054796857591,0.00022497705849020122
AA,0.66667,4.0,-0.016648824668237694,0.00037086559148007727
AA,0.66667,4.5,-0.011406355015338931,0.0002508774695371889
AA,0.66667,5.0,-0.007239684825947279,0.00027757293303028424
AA,0.66667,6.0,-0.004578197730864986,0.0002369961091182125
AA,0.66667,7.0,-0.0030586798726517372,0.00031879963305505215
