d,disregistry,energy,energy_inf,label,stacking
2.8,0.0,-154.569531891095,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.81,0.0,-154.57163148850492,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.82,0.0,-154.5736475046222,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.83,0.0,-154.57558278769477,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.84,0.0,-154.57744009424204,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.85,0.0,-154.57922209192282,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.86,0.0,-154.58093136231582,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.87,0.0,-154.58257040361477,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.88,0.0,-154.5841416332409,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.89,0.0,-154.58564739037544,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.9,0.0,-154.58708993841415,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.91,0.0,-154.58847146734666,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.92,0.0,-154.58979409606263,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.93,0.0,-154.59105987458693,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.94,0.0,-154.59227078624616,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.95,0.0,-154.59342874976844,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.96,0.0,-154.59453562131839,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.97,0.0,-154.59559319646965,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.98,0.0,-154.59660321211632,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
2.99,0.0,-154.59756734832558,-154.59035982781413,fit-bootstrap/QMC-19-kTinf,AB
