d,disregistry,energy,energy_inf,label,stacking
2.8,0.0,-154.56997627105383,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.81,0.0,-154.57201992371887,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.82,0.0,-154.57398360243198,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.83,0.0,-154.57586997861796,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.84,0.0,-154.57768163955225,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.85,0.0,-154.57942109092863,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.86,0.0,-154.58109075935067,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.87,0.0,-154.5826929947486,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.88,0.0,-154.58423007272424,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.89,0.0,-154.58570419682582,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.9,0.0,-154.58711750075486,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.91,0.0,-154.58847205050708,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.92,0.0,-154.5897698464491,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.93,0.0,-154.59101282533314,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.94,0.0,-154.59220286225127,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.95,0.0,-154.593341772531,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.96,0.0,-154.59443131357406,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.97,0.0,-154.59547318663996,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.98,0.0,-154.59646903857592,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
2.99,0.0,-154.59742046349484,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.0,0.0,-154.59832900440276,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.01,0.0,-154.5991961547773,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.02,0.0,-154.60002336009853,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.03,0.0,-154.6008120193338,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.04,0.0,-154.60156348637764,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.05,0.0,-154.60227907144824,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.06,0.0,-154.60296004244177,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.07,0.0,-154.60360762624578,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.08,0.0,-154.6042230100128,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.09,0.0,-154.60480734239536,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.1,0.0,-154.6053617347438,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.11,0.0,-154.6058872622676,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.12,0.0,-154.60638496516148,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.13,0.0,-154.6068558496974,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.14,0.0,-154.6073008892835,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.15,0.0,-154.60772102549052,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.16,0.0,-154.6081171690474,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.17,0.0,-154.60849020080633,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.18,0.0,-154.60884097267854,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.19,0.0,-154.60917030854148,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.2,0.0,-154.6094790051184,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.21,0.0,-154.60976783283118,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.22,0.0,-154.6100375366269,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.23,0.0,-154.61028883677923,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.24,0.0,-154.61052242966565,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
3.25,0.0,-154.61073898852032,-154.59036819129102,fit-bootstrap/QMC-02-kTinf,AB
