d,disregistry,energy,energy_inf,label,stacking
2.8,0.0,-154.56862056145997,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.81,0.0,-154.5707344826287,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.82,0.0,-154.57276529331875,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.83,0.0,-154.57471579263338,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.84,0.0,-154.5765886906455,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.85,0.0,-154.5783866111441,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.86,0.0,-154.58011209429756,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.87,0.0,-154.58176759923663,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.88,0.0,-154.58335550655943,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.89,0.0,-154.58487812076078,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.9,0.0,-154.58633767258803,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.91,0.0,-154.58773632132562,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.92,0.0,-154.58907615701034,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.93,0.0,-154.59035920257978,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.94,0.0,-154.59158741595527,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.95,0.0,-154.59276269206197,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.96,0.0,-154.59388686478732,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.97,0.0,-154.5949617088803,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.98,0.0,-154.59598894179274,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
2.99,0.0,-154.59697022546476,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.0,0.0,-154.59790716805574,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.01,0.0,-154.5988013256227,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.02,0.0,-154.5996542037476,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.03,0.0,-154.6004672591147,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.04,0.0,-154.6012419010402,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.05,0.0,-154.60197949295488,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.06,0.0,-154.6026813538416,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.07,0.0,-154.6033487596288,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.08,0.0,-154.60398294454134,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.09,0.0,-154.60458510241017,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.1,0.0,-154.60515638794163,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.11,0.0,-154.605697917948,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.12,0.0,-154.60621077254035,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.13,0.0,-154.6066959962847,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.14,0.0,-154.60715459932277,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.15,0.0,-154.6075875584581,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.16,0.0,-154.60799581820905,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.17,0.0,-154.6083802918292,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.18,0.0,-154.60874186229648,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.19,0.0,-154.60908138327167,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.2,0.0,-154.60939968002754,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.21,0.0,-154.60969755034918,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.22,0.0,-154.6099757654066,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.23,0.0,-154.61023507060045,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.24,0.0,-154.6104761863815,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.25,0.0,-154.61069980904483,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.26,0.0,-154.6109066114994,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.27,0.0,-154.61109724401382,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.28,0.0,-154.61127233493917,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.29,0.0,-154.611432491409,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.3,0.0,-154.61157830001815,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.31,0.0,-154.61171032747993,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.32,0.0,-154.61182912126338,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.33,0.0,-154.61193521021042,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.34,0.0,-154.61202910513393,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.35,0.0,-154.61211129939707,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.36,0.0,-154.61218226947477,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
3.37,0.0,-154.6122424754975,-154.59040450100449,fit-bootstrap/QMC-07-kTinf,AB
