label,disregistry,d,energy,energy_inf,stacking
fit/DFT-D3-kT0.010,0.0,2.8,-154.84545704323955,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.81,-154.84726055160374,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.82,-154.8490036572144,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.83,-154.85068807528998,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.84,-154.85231547599963,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.85,-154.8538874855747,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.86,-154.8554056873945,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.87,-154.85687162304754,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.88,-154.85828679336834,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.89,-154.8596526594502,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.9,-154.860970643635,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.91,-154.86224213047953,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.92,-154.86346846770002,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.93,-154.86465096709415,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.94,-154.86579090544186,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.95,-154.86688952538498,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.96,-154.86794803628624,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.97,-154.86896761506804,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.98,-154.86994940703156,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,2.99,-154.87089452665626,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.0,-154.87180405838086,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.01,-154.87267905736527,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.02,-154.87352055023482,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.03,-154.87432953580645,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.04,-154.87510698579771,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.05,-154.87585384551866,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.06,-154.8765710345473,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.07,-154.8772594473885,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.08,-154.8779199541173,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.09,-154.87855340100654,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.1,-154.87916061113938,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.11,-154.87974238500675,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.12,-154.88029950109058,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.13,-154.88083271643262,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.14,-154.88134276718935,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.15,-154.88183036917363,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.16,-154.88229621838263,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.17,-154.88274099151323,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.18,-154.88316534646444,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.19,-154.88356992282775,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.2,-154.88395534236497,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.21,-154.88432220947476,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.22,-154.8846711116472,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.23,-154.88500261990743,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.24,-154.8853172892478,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.25,-154.88561565904993,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.26,-154.88589825349567,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.27,-154.88616558196807,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.28,-154.88641813944233,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.29,-154.88665640686688,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.3,-154.88688085153498,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.31,-154.88709192744702,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.32,-154.8872900756635,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.33,-154.8874757246493,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.34,-154.8876492906094,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.35,-154.88781117781568,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.36,-154.88796177892596,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.37,-154.88810147529452,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.38,-154.8882306372751,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.39,-154.8883496245159,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.4,-154.88845878624736,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.41,-154.88855846156224,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.42,-154.88864897968898,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.43,-154.8887306602577,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.44,-154.88880381355966,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.45,-154.88886874079992,-154.8698821701841,AB
fit/DFT-D3-kT0.010,0.0,3.46,-154.8889257343435,-154.8698821701841,AB
