d,disregistry,energy,energy_inf,label,stacking
2.8,0.0,-154.57012091070504,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.81,0.0,-154.5721813155675,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.82,0.0,-154.57416001449138,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.83,0.0,-154.57605977730387,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.84,0.0,-154.57788328514806,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.85,0.0,-154.57963313323853,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.86,0.0,-154.58131183353328,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.87,0.0,-154.58292181732398,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.88,0.0,-154.5844654377478,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.89,0.0,-154.5859449722223,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.9,0.0,-154.58736262480633,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.91,0.0,-154.58872052848875,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.92,0.0,-154.59002074740746,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.93,0.0,-154.5912652790005,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.94,0.0,-154.59245605609146,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.95,0.0,-154.59359494891117,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.96,0.0,-154.59468376705732,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.97,0.0,-154.59572426139442,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.98,0.0,-154.59671812589528,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
2.99,0.0,-154.59766699942605,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
3.0,0.0,-154.59857246747669,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
3.01,0.0,-154.59943606383817,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
3.02,0.0,-154.60025927222821,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
3.03,0.0,-154.6010435278671,-154.5903759925372,fit-bootstrap/QMC-06-kTinf,AB
