label,disregistry,d,energy,energy_inf,stacking
fit/QMC-kT0.010,0.0,2.8,-154.56792012392165,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.81,-154.5700666694326,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.82,-154.5721290227208,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.83,-154.57411001230727,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.84,-154.5760123769835,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.85,-154.5778387685712,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.86,-154.57959175459973,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.87,-154.58127382090214,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.88,-154.58288737413386,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.89,-154.5844347442149,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.9,-154.58591818669868,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.91,-154.58733988506953,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.92,-154.58870195297038,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.93,-154.59000643636375,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.94,-154.59125531562694,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.95,-154.59245050758403,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.96,-154.59359386747644,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.97,-154.59468719087369,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.98,-154.59573221552628,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,2.99,-154.5967306231625,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.0,-154.59768404123054,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.01,-154.5985940445878,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.02,-154.5994621571389,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.03,-154.60028985342376,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.04,-154.6010785601576,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.05,-154.60182965772367,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.06,-154.6025444816211,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.07,-154.60322432386795,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.08,-154.60387043436197,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.09,-154.60448402219956,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.1,-154.6050662569547,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.11,-154.60561826991835,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.12,-154.6061411553006,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.13,-154.60663597139535,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.14,-154.6071037417099,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.15,-154.60754545605948,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.16,-154.60796207162866,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.17,-154.6083545139998,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.18,-154.60872367815023,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.19,-154.60907042941855,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.2,-154.60939560444143,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.21,-154.60970001206158,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.22,-154.60998443420763,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.23,-154.610249626747,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.24,-154.61049632031254,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.25,-154.61072522110365,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.26,-154.6109370116626,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.27,-154.61113235162696,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.28,-154.6113118784588,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.29,-154.61147620815117,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.3,-154.61162593591303,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.31,-154.61176163683274,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.32,-154.61188386652097,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.33,-154.6119931617339,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.34,-154.61209004097677,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.35,-154.61217500508909,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.36,-154.61224853781127,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.37,-154.61231110633392,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.38,-154.6123631618299,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.39,-154.61240513996987,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.4,-154.6124374614218,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.41,-154.61246053233486,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.42,-154.61247474480825,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.43,-154.61248047734537,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.44,-154.61247809529374,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.45,-154.61246795127138,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.46,-154.6124503855796,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.47,-154.61242572660294,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.48,-154.61239429119667,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.49,-154.61235638506207,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.5,-154.61231230310997,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.51,-154.6122623298127,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.52,-154.61220673954531,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.53,-154.61214579691577,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.54,-154.61207975708479,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.55,-154.61200886607585,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.56,-154.6119333610751,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.57,-154.61185347072205,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.58,-154.61176941539085,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.59,-154.611681407463,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.6,-154.61158965159115,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.61,-154.61149434495456,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.62,-154.61139567750675,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.63,-154.61129383221504,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.64,-154.61118898529244,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.65,-154.61108130642248,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.66,-154.6109709589765,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.67,-154.6108581002245,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.68,-154.61074288153873,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.69,-154.6106254485912,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.7,-154.61050594154486,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.71,-154.61038449523835,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.72,-154.61026123936526,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.73,-154.61013629864746,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.74,-154.61000979300277,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.75,-154.60988183770752,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.76,-154.60975254355364,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.77,-154.60962201700087,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.78,-154.60949036032414,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.79,-154.6093576717559,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.8,-154.6092240456242,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.81,-154.6090895724862,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.82,-154.60895433925728,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.83,-154.60881842933614,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.84,-154.6086819227257,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.85,-154.60854489615033,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.86,-154.60840742316884,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.87,-154.6082695742844,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.88,-154.60813141705032,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.89,-154.6079930161728,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.9,-154.60785443361013,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.91,-154.60771572866875,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.92,-154.6075769580961,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.93,-154.6074381761705,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.94,-154.607299434788,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.95,-154.60716078354668,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.96,-154.6070222698277,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.97,-154.60688393887415,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.98,-154.60674583386702,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,3.99,-154.60660799599884,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.0,-154.60647046454477,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.01,-154.60633327693142,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.02,-154.6061964688035,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.03,-154.60606007408788,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.04,-154.60592412505613,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.05,-154.6057886523844,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.06,-154.60565368521173,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.07,-154.60551925119614,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.08,-154.6053853765691,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.09,-154.60525208618796,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.1,-154.60511940358677,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.11,-154.60498735102536,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.12,-154.60485594953687,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.13,-154.60472521897336,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.14,-154.6045951780504,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.15,-154.60446584438972,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.16,-154.60433723456057,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.17,-154.60420936411984,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.18,-154.60408224765055,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.19,-154.60395589879926,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.2,-154.6038303303121,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.21,-154.60370555406956,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.22,-154.60358158112018,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.23,-154.6034584217131,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.24,-154.60333608532926,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.25,-154.60321458071198,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.26,-154.60309391589598,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.27,-154.6029740982359,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.28,-154.60285513443333,-154.59012704852782,AB
fit/QMC-kT0.010,0.0,4.29,-154.60273703056336,-154.59012704852782,AB
