d,disregistry,energy,energy_inf,label,stacking
2.8,0.0,-154.56900547883797,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.81,0.0,-154.5711068080245,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.82,0.0,-154.57312511603945,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.83,0.0,-154.57506321212674,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.84,0.0,-154.57692381572798,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.85,0.0,-154.57870955926793,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.86,0.0,-154.58042299085534,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.87,0.0,-154.58206657690164,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.88,0.0,-154.58364270466035,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.89,0.0,-154.58515368468912,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.9,0.0,-154.58660175323675,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.91,0.0,-154.5879890745577,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.92,0.0,-154.5893177431561,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.93,0.0,-154.59058978596124,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.94,0.0,-154.5918071644368,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.95,0.0,-154.59297177662563,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.96,0.0,-154.59408545913223,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.97,0.0,-154.5951499890444,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.98,0.0,-154.5961670857964,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
2.99,0.0,-154.59713841297503,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.0,0.0,-154.5980655800702,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.01,0.0,-154.59895014417228,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.02,0.0,-154.599793611617,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.03,0.0,-154.60059743958024,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.04,0.0,-154.60136303762368,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.05,0.0,-154.60209176919312,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.06,0.0,-154.6027849530706,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.07,0.0,-154.60344386478195,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.08,0.0,-154.60406973796117,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.09,0.0,-154.60466376567268,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.1,0.0,-154.6052271016927,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.11,0.0,-154.60576086175143,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.12,0.0,-154.6062661247369,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.13,0.0,-154.6067439338612,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.14,0.0,-154.60719529779146,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.15,0.0,-154.6076211917452,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.16,0.0,-154.60802255855228,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.17,0.0,-154.60840030968365,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.18,0.0,-154.60875532624857,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.19,0.0,-154.60908845996073,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.2,0.0,-154.60940053407455,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.21,0.0,-154.60969234429223,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.22,0.0,-154.60996465964303,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.23,0.0,-154.61021822333484,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.24,0.0,-154.61045375357958,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.25,0.0,-154.61067194439275,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.26,0.0,-154.6108734663683,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.27,0.0,-154.61105896742913,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.28,0.0,-154.61122907355443,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.29,0.0,-154.61138438948424,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.3,0.0,-154.61152549940203,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.31,0.0,-154.61165296759603,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.32,0.0,-154.61176733909988,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.33,0.0,-154.61186914031316,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.34,0.0,-154.61195887960275,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.35,0.0,-154.61203704788505,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.36,0.0,-154.6121041191903,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.37,0.0,-154.61216055120894,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
3.38,0.0,-154.612206785821,-154.5903496041936,fit-bootstrap/QMC-18-kTinf,AB
