label,disregistry,d,energy,energy_inf,stacking
fit/DFT-D3-kTinf,0.0,2.8,-154.84635358706157,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.81,-154.84811057464194,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.82,-154.8498093064526,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.83,-154.85145141209276,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.84,-154.85303847916168,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.85,-154.85457205426968,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.86,-154.85605364402664,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.87,-154.85748471600908,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.88,-154.8588666997053,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.89,-154.8602009874401,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.9,-154.8614889352785,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.91,-154.86273186390935,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.92,-154.86393105950924,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.93,-154.86508777458673,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.94,-154.86620322880765,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.95,-154.86727860980176,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.96,-154.86831507395095,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.97,-154.8693137471595,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.98,-154.87027572560683,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,2.99,-154.8712020764829,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,3.0,-154.8720938387066,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,3.01,-154.87295202362805,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,3.02,-154.8737776157139,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,3.03,-154.8745715732176,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,3.04,-154.87533482883333,-154.8696519700625,AB
fit/DFT-D3-kTinf,0.0,3.05,-154.87606829033533,-154.8696519700625,AB
