label,disregistry,d,energy,energy_inf,stacking
fit/QMC-kT0.014,0.0,2.8,-154.56837205235323,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.81,-154.57049873499577,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.82,-154.5725419038887,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.83,-154.57450436703004,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.84,-154.57638884327116,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.85,-154.57819796506107,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.86,-154.57993428110805,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.87,-154.58160025896143,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.88,-154.58319828751513,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.89,-154.584730679436,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.9,-154.58619967351882,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.91,-154.5876074369702,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.92,-154.58895606762331,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.93,-154.59024759608604,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.94,-154.59148398782364,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.95,-154.59266714517878,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.96,-154.5937989093302,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.97,-154.5948810621919,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.98,-154.595915328255,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,2.99,-154.59690337637343,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,3.0,-154.5978468214956,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,3.01,-154.59874722634322,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,3.02,-154.5996061030392,-154.59020932372908,AB
fit/QMC-kT0.014,0.0,3.03,-154.6004249146862,-154.59020932372908,AB
