d,disregistry,energy,energy_inf,label,stacking
2.8,0.0,-154.56825670676682,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.81,0.0,-154.57041175238606,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.82,0.0,-154.5724807398421,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.83,0.0,-154.57446662119742,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.84,0.0,-154.5763722526961,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.85,0.0,-154.57820039778582,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.86,0.0,-154.57995373004601,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.87,0.0,-154.58163483602587,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.88,0.0,-154.58324621799417,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.89,0.0,-154.5847902966044,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.9,0.0,-154.58626941347686,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.91,0.0,-154.58768583370104,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.92,0.0,-154.58904174826037,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.93,0.0,-154.59033927638154,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.94,0.0,-154.5915804678111,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.95,0.0,-154.59276730502125,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.96,0.0,-154.59390170534698,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.97,0.0,-154.59498552305692,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.98,0.0,-154.59602055135963,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
2.99,0.0,-154.59700852434744,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
3.0,0.0,-154.59795111887976,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
3.01,0.0,-154.59884995640766,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
3.02,0.0,-154.59970660474156,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
3.03,0.0,-154.6005225797638,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
3.04,0.0,-154.6012993470876,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
3.05,0.0,-154.6020383236644,-154.590405637754,fit-bootstrap/QMC-13-kTinf,AB
