label,disregistry,d,energy,energy_inf,stacking
fit/QMC-kT0.005,0.0,2.8,-154.5660343267512,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.81,-154.56826046192623,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.82,-154.5703997127903,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.83,-154.57245498988487,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.84,-154.5744291115878,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.85,-154.57632480694576,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.86,-154.57814471842173,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.87,-154.57989140455956,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.88,-154.58156734256855,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.89,-154.5831749308299,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.9,-154.58471649132778,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.91,-154.586194272007,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.92,-154.58761044905927,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.93,-154.5889671291409,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.94,-154.590266351523,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.95,-154.59151009017683,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.96,-154.59270025579596,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.97,-154.59383869775743,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.98,-154.59492720602324,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,2.99,-154.59596751298415,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.0,-154.59696129524784,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.01,-154.5979101753725,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.02,-154.59881572354794,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.03,-154.59967945922546,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.04,-154.60050285269827,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.05,-154.60128732663387,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.06,-154.60203425755955,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.07,-154.60274497730288,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.08,-154.60342077438818,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.09,-154.60406289539026,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.1,-154.6046725462472,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.11,-154.60525089353263,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.12,-154.60579906568938,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.13,-154.60631815422545,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.14,-154.6068092148731,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.15,-154.60727326871287,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.16,-154.60771130326273,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.17,-154.60812427353426,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.18,-154.60851310305605,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.19,-154.60887868486614,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.2,-154.60922188247343,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.21,-154.6095435307901,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.22,-154.609844437035,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.23,-154.6101253816094,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.24,-154.6103871189457,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.25,-154.61063037833014,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.26,-154.61085586469997,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.27,-154.61106425941614,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.28,-154.61125622101218,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.29,-154.61143238591984,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.3,-154.61159336917243,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.31,-154.61173976508627,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.32,-154.61187214792128,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.33,-154.6119910725208,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.34,-154.6120970749319,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.35,-154.6121906730064,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.36,-154.61227236698295,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.37,-154.61234264005148,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.38,-154.61240195889974,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.39,-154.61245077424323,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.4,-154.6124895213382,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.41,-154.6125186204792,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.42,-154.6125384774805,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.43,-154.6125494841433,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.44,-154.61255201870753,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.45,-154.61254644629022,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.46,-154.6125331193098,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.47,-154.61251237789727,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.48,-154.61248455029457,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.49,-154.6124499532403,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.5,-154.6124088923435,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.51,-154.61236166244575,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.52,-154.6123085479718,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.53,-154.61224982326922,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.54,-154.61218575293745,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.55,-154.61211659214646,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.56,-154.61204258694536,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.57,-154.61196397456132,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.58,-154.6118809836891,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.59,-154.61179383477145,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.6,-154.6117027402706,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.61,-154.6116079049312,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.62,-154.61150952603498,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.63,-154.6114077936475,-154.5896932793173,AB
fit/QMC-kT0.005,0.0,3.64,-154.61130289085662,-154.5896932793173,AB
