stacking,disregistry,d,energy,energy_err
AB,0.0,3.0,-0.008695209720826824,0.000328408589617592
AB,0.0,3.2,-0.019103211470479664,0.0002776689914920026
AB,0.0,3.35,-0.0224253350858703,0.00026426731442532453
AB,0.0,3.5,-0.023078479899794502,0.00028204025445310887
AB,0.0,3.65,-0.021309905191799317,0.000373903996584975
AB,0.0,3.8,-0.019067022001536316,0.00023016355784434423
AB,0.0,4.0,-0.01687200172437997,0.00027804048347075173
AB,0.0,4.5,-0.010306373859407358,0.00025579384749631714
AB,0.0,5.0,-0.0064559352605613185,0.00023527671014632564
AB,0.0,6.0,-0.003639881448890492,0.0002174740754617492
AB,0.0,7.0,-0.0027220665712661685,0.00022122277072332842
SP,0.16667,3.0,-0.0054947664075370994,0.0001449699432391637
SP,0.16667,3.2,-0.01826543000728975,0.0001745750961273366
SP,0.16667,3.35,-0.021582871861710373,0.00014675773809715698
SP,0.16667,3.5,-0.022565241090376276,0.00016366168398396577
SP,0.16667,3.65,-0.0215159836886869,0.00019361766089320687
SP,0.16667,3.8,-0.019293758756873558,0.00026248349926866145
SP,0.16667,4.0,-0.016373815979875417,0.00015248515987643604
SP,0.16667,4.5,-0.01028098888954787,0.00019675091359330364
SP,0.16667,5.0,-0.006099992836197998,0.0001811920852881056
SP,0.16667,6.0,-0.003345595599768103,0.00017093685666960706
SP,0.16667,7.0,-0.0022761913192823613,0.00015226179678324943
Mid,0.5,3.0,0.002706257314173399,0.0002839309666854704
Mid,0.5,3.2,-0.01325899138143427,0.0002119590097386526
Mid,0.5,3.35,-0.01821533039520773,0.0002741314913113757
Mid,0.5,3.5,-0.01996384823408448,0.0002712241272906982
Mid,0.5,3.65,-0.02030599717230075,0.0002740886824627545
Mid,0.5,3.8,-0.018685638170495622,0.00021677187716301495
Mid,0.5,4.0,-0.016282239571751234,0.00022923379666264058
Mid,0.5,4.5,-0.010031521031208968,0.0002388315661657376
Mid,0.5,5.0,-0.006382638770702442,0.00033187456505889124
Mid,0.5,6.0,-0.0034009898233477998,0.00020563647212970817
Mid,0.5,7.0,-0.00256237463614184,0.00021475882160286127
AA,0.66667,3.0,0.019527859551800475,0.00020291739523343503
AA,0.66667,3.2,-0.004742984990826926,0.00040647329311042886
AA,0.66667,3.35,-0.013716952112162062,0.00024371131382122646
AA,0.66667,3.5,-0.01730823850289198,0.0002878172604445547
AA,0.66667,3.65,-0.01852859310713484,0.00030420912111045267
AA,0.66667,3.8,-0.017378929511039587,0.00022497705849020122
AA,0.66667,4.0,-0.01564720621070137,0.00037086559148007727
AA,0.66667,4.5,-0.010404736557802607,0.0002508774695371889
AA,0.66667,5.0,-0.006238066368410955,0.00027757293303028424
AA,0.66667,6.0,-0.0035765792733286617,0.0002369961091182125
AA,0.66667,7.0,-0.002057061415115413,0.00031879963305505215
