d,disregistry,energy,energy_inf,label,stacking
2.8,0.0,-154.56957318808088,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.81,0.0,-154.57166102929784,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.82,0.0,-154.57366597922874,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.83,0.0,-154.5755908565225,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.84,0.0,-154.5774383892431,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.85,0.0,-154.5792112176957,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.86,0.0,-154.5809118971668,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.87,0.0,-154.58254290058036,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.88,0.0,-154.58410662107283,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.89,0.0,-154.58560537448938,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.9,0.0,-154.58704140180336,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.91,0.0,-154.58841687146221,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.92,0.0,-154.5897338816608,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.93,0.0,-154.59099446254552,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.94,0.0,-154.59220057835043,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.95,0.0,-154.5933541294678,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.96,0.0,-154.5944569544553,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.97,0.0,-154.59551083198096,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.98,0.0,-154.59651748270883,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
2.99,0.0,-154.59747857112615,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.0,0.0,-154.59839570731444,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.01,0.0,-154.59927044866603,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.02,0.0,-154.60010430154745,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.03,0.0,-154.60089872291167,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.04,0.0,-154.60165512186052,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.05,0.0,-154.60237486115872,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.06,0.0,-154.60305925870125,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.07,0.0,-154.60370958893517,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.08,0.0,-154.6043270842377,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.09,0.0,-154.60491293625117,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.1,0.0,-154.60546829717714,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.11,0.0,-154.60599428102998,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.12,0.0,-154.60649196485167,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.13,0.0,-154.606962389889,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.14,0.0,-154.607406562734,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.15,0.0,-154.60782545642925,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.16,0.0,-154.6082200115383,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.17,0.0,-154.60859113718334,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.18,0.0,-154.6089397120501,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.19,0.0,-154.60926658536187,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.2,0.0,-154.6095725778226,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.21,0.0,-154.60985848253122,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.22,0.0,-154.61012506586687,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.23,0.0,-154.6103730683468,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.24,0.0,-154.6106032054574,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.25,0.0,-154.6108161684591,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
3.26,0.0,-154.6110126251663,-154.59052992092347,fit-bootstrap/QMC-04-kTinf,AB
