d,disregistry,energy,energy_inf,label,stacking
2.8,0.0,-154.56638627517867,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.81,0.0,-154.5685864969725,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.82,0.0,-154.5707021339023,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.83,0.0,-154.57273596044982,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.84,0.0,-154.57469066533858,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.85,0.0,-154.57656885409995,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.86,0.0,-154.57837305156377,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.87,0.0,-154.58010570427663,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.88,0.0,-154.58176918284929,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.89,0.0,-154.58336578423535,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.9,0.0,-154.58489773394368,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.91,0.0,-154.5863671881854,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.92,0.0,-154.58777623595844,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.93,0.0,-154.58912690107078,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.94,0.0,-154.59042114410417,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.95,0.0,-154.59166086432043,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.96,0.0,-154.59284790151153,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.97,0.0,-154.59398403779522,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.98,0.0,-154.59507099935797,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
2.99,0.0,-154.5961104581463,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.0,0.0,-154.59710403350863,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.01,0.0,-154.59805329378827,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.02,0.0,-154.5989597578697,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.03,0.0,-154.59982489667902,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.04,0.0,-154.60065013464003,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.05,0.0,-154.6014368510874,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.06,0.0,-154.60218638163775,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.07,0.0,-154.60290001952032,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.08,0.0,-154.60357901686808,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.09,0.0,-154.60422458597066,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.1,0.0,-154.60483790048988,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.11,0.0,-154.60542009663945,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.12,0.0,-154.60597227432928,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.13,0.0,-154.60649549827605,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.14,0.0,-154.6069907990805,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.15,0.0,-154.60745917427286,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.16,0.0,-154.60790158932676,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.17,0.0,-154.60831897864335,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.18,0.0,-154.6087122465056,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.19,0.0,-154.60908226800453,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.2,0.0,-154.6094298899373,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.21,0.0,-154.60975593167885,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.22,0.0,-154.61006118602722,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.23,0.0,-154.61034642002357,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.24,0.0,-154.61061237574768,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.25,0.0,-154.6108597710896,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.26,0.0,-154.61108930049804,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.27,0.0,-154.61130163570644,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.28,0.0,-154.61149742643707,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.29,0.0,-154.61167730108406,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.3,0.0,-154.61184186737577,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.31,0.0,-154.6119917130173,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.32,0.0,-154.61212740631362,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.33,0.0,-154.61224949677393,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.34,0.0,-154.6123585156976,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.35,0.0,-154.6124549767427,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.36,0.0,-154.61253937647717,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.37,0.0,-154.6126121949133,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.38,0.0,-154.6126738960262,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.39,0.0,-154.6127249282562,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.4,0.0,-154.61276572499665,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.41,0.0,-154.61279670506622,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.42,0.0,-154.61281827316733,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.43,0.0,-154.61283082033057,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.44,0.0,-154.61283472434542,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.45,0.0,-154.61283035017806,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.46,0.0,-154.6128180503765,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.47,0.0,-154.61279816546306,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.48,0.0,-154.61277102431538,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.49,0.0,-154.61273694453521,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.5,0.0,-154.6126962328065,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.51,0.0,-154.61264918524213,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.52,0.0,-154.61259608772025,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.53,0.0,-154.61253721621034,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.54,0.0,-154.61247283708911,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.55,0.0,-154.61240320744693,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.56,0.0,-154.61232857538468,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.57,0.0,-154.61224918030157,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.58,0.0,-154.61216525317417,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.59,0.0,-154.61207701682665,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.6,0.0,-154.61198468619307,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.61,0.0,-154.61188846857115,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.62,0.0,-154.6117885638686,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.63,0.0,-154.61168516484162,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.64,0.0,-154.611578457326,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.65,0.0,-154.61146862046144,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.66,0.0,-154.61135582690835,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.67,0.0,-154.6112402430586,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.68,0.0,-154.61112202923906,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.69,0.0,-154.61100133990945,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.7,0.0,-154.61087832385357,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.71,0.0,-154.6107531243649,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.72,0.0,-154.61062587942632,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.73,0.0,-154.61049672188412,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.74,0.0,-154.61036577961679,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.75,0.0,-154.61023317569848,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.76,0.0,-154.6100990285573,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.77,0.0,-154.60996345212862,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.78,0.0,-154.60982655600387,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.79,0.0,-154.60968844557428,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.8,0.0,-154.60954922217047,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.81,0.0,-154.60940898319745,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.82,0.0,-154.6092678222654,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.83,0.0,-154.60912582931644,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.84,0.0,-154.60898309074733,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.85,0.0,-154.60883968952842,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.86,0.0,-154.6086957053186,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.87,0.0,-154.60855121457695,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.88,0.0,-154.60840629067056,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.89,0.0,-154.6082610039792,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.9,0.0,-154.6081154219965,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.91,0.0,-154.607969609428,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
3.92,0.0,-154.6078236282861,-154.58897966192865,fit-bootstrap/QMC-07-kT0.004,AB
