method,kT,stacking,disregistry,d,energy,energy_inf
KC-QMC,4.0,AB,0.0,6.25,-2.235267306154128,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.26,-2.2184119950106833,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.27,-2.2017528714204673,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.28,-2.185288285923889,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.29,-2.1690166097832844,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.3,-2.1529362351284362,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.31,-2.1370455746655352,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.32,-2.121343061211519,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.33,-2.1058271478977986,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.34,-2.090496307675494,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.35,-2.0753490332863294,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.36,-2.060383836971596,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.37,-2.0455992505012546,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.38,-2.03099382459186,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.39,-2.0165661291393917,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.4,-2.002314752753591,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.41,-1.9882383027579635,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.42,-1.9743354048987385,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.43,-1.9606047033157665,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.44,-1.94704486001865,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.45,-1.9336545552359894,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.46,-1.9204324868624099,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.47,-1.907377370429458,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.48,-1.8944879389018752,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.49,-1.8817629425611813,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.5,-1.8692011488310527,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.51,-1.8568013421318028,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.52,-1.8445623236184474,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.53,-1.8324829112971202,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.54,-1.820561939413892,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.55,-1.8087982589495368,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.56,-1.7971907367173117,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.57,-1.7857382559741382,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.58,-1.7744397156639025,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.59,-1.7632940306793898,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.6,-1.7523001314839348,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.61,-1.7414569640823174,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.62,-1.730763489875244,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.63,-1.7202186855720356,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.64,-1.7098215428704862,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.65,-1.6995710686896928,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.66,-1.6894662845297717,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.67,-1.679506226821104,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.68,-1.6696899466624018,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.69,-1.6600165094132535,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.7,-1.6504849951015785,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.71,-1.6410944977833424,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.72,-1.6318441258335952,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.73,-1.6227330014808103,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.74,-1.6137602610397153,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.75,-1.6049250545038376,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.76,-1.5962265456328169,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.77,-1.5876639118068852,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.78,-1.5792363437649328,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.79,-1.5709430457500275,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.8,-1.562783235218376,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.81,-1.554756142955739,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.82,-1.5468610125826672,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.83,-1.5390971008164342,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.84,-1.5314636773837265,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.85,-1.523960024554981,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.86,-1.5165854375518393,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.87,-1.5093392240523826,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.88,-1.5022207043657545,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.89,-1.4952292110829148,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.9,-1.488364089280367,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.91,-1.481624696374638,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.92,-1.4750104018021375,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.93,-1.4685205870773643,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.94,-1.4621546459384263,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.95,-1.45591198396869,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.96,-1.44979201850947,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.97,-1.4437941788928583,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.98,-1.4379179061215837,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.99,-1.4321626527816989,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.0,-1.4265278830134775,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.01,-1.421013072686037,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.02,-1.4156177089025732,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.03,-1.4103412902040873,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.04,-1.405183326540282,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.05,-1.4001433389785234,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.06,-1.3952208599366713,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.07,-1.390415432775626,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.08,-1.3857266121194698,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.09,-1.381153963477118,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.1,-1.376697063446045,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.11,-1.3723554993921425,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.12,-1.368128869769862,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.13,-1.3640167834819295,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.14,-1.3600188605778385,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.15,-1.3561347315262537,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.16,-1.352364037593361,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.17,-1.3487064306682441,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.18,-1.34516157314647,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.19,-1.341729138046503,-154.5893676485416
KC-QMC,4.0,AB,0.0,7.2,-1.3384088086895645,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.8,26.127901463682065,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.81,23.85806323302677,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.82,21.674307211855194,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.83,19.57384358125273,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.84,17.55396698092227,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.85,15.612054075871129,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.86,13.745561190851731,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.87,11.952022008044878,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.88,10.229045328713255,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.89,8.57431289559463,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.9,6.985577275714604,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.91,5.460659800854046,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.92,3.9974485654674936,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.93,2.5938964794331696,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.94,1.248019375198055,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.95,-0.0421058326610364,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.96,-1.278342936973786,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.97,-2.4624981772794854,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.98,-3.5963219303812366,-154.5893676485416
KC-QMC,4.0,SP,0.16667,2.99,-4.6815103543922305,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.0,-5.719706985866651,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.01,-6.712504292401718,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.02,-7.661445181729505,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.03,-8.568024467909709,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.04,-9.433690296602435,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.05,-10.259845529566519,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.06,-11.047849090275122,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.07,-11.799017271172488,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.08,-12.514625003794208,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.09,-13.19590709276963,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.1,-13.84405941478326,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.11,-14.460240082844393,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.12,-15.04557057787315,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.13,-15.601136847340968,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.14,-16.12799037262448,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.15,-16.62714920565486,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.16,-17.09959897576482,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.17,-17.546293867431814,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.18,-17.968157569906907,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.19,-18.366084199224133,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.2,-18.74093919369625,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.21,-19.093560183275258,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.22,-19.42475783408736,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.23,-19.735316667502047,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.24,-20.025995856529335,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.25,-20.297529998089885,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.26,-20.550629863108043,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.27,-20.785983124835184,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.28,-21.00425506522879,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.29,-21.206089261570014,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.3,-21.39210825189366,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.31,-21.562914181762608,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.32,-21.71908943139715,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.33,-21.861197224614443,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.34,-21.989782219665358,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.35,-22.105371082841884,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.36,-22.20847304468043,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.37,-22.29958044027444,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.38,-22.37916923299781,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.39,-22.447699523123447,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.4,-22.50561604098766,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.41,-22.55334862571908,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.42,-22.591312689502956,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.43,-22.619909668137552,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.44,-22.639527458144585,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.45,-22.650540840782924,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.46,-22.653311892907368,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.47,-22.648190386593342,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.48,-22.635514175490243,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.49,-22.615609570551896,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.5,-22.588791703863535,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.51,-22.55536488184589,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.52,-22.515622927603545,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.53,-22.46984951302875,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.54,-22.4183184808644,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.55,-22.361294156842632,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.56,-22.299031652975827,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.57,-22.231777160573984,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.58,-22.15976823537494,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.59,-22.08323407356511,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.6,-22.002395779185463,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.61,-21.917466624028748,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.62,-21.828652298892848,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.63,-21.736151157616405,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.64,-21.640154453431023,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.65,-21.540846568212146,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.66,-21.438405234599486,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.67,-21.333001751394477,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.68,-21.224801192205632,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.69,-21.11396260772017,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.7,-21.00063922200934,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.71,-20.88497862208169,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.72,-20.767122942663264,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.73,-20.647209043992916,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.74,-20.52536868522293,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.75,-20.401728691824246,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.76,-20.27641111786943,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.77,-20.1495334036008,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.78,-20.021208527701674,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.79,-19.891545154881896,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.8,-19.760647779214196,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.81,-19.6286168624938,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.82,-19.495548968814546,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.83,-19.361536894371966,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.84,-19.226669793511974,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.85,-19.091033300966956,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.86,-18.954709649900906,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.87,-18.817777786462102,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.88,-18.680313480610494,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.89,-18.542389433801873,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.9,-18.404075382335577,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.91,-18.265438198955962,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.92,-18.126541989622638,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.93,-17.987448188418057,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.94,-17.84821564872982,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.95,-17.708900731842732,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.96,-17.569557392795105,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.97,-17.43023726317915,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.98,-17.290989731583977,-154.5893676485416
KC-QMC,4.0,SP,0.16667,3.99,-17.1518620212737,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.0,-17.01289926559548,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.01,-16.87414458070998,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.02,-16.735639136255486,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.03,-16.597422223421745,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.04,-16.45953132127761,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.05,-16.322002160537522,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.06,-16.184868785378058,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.07,-16.048163613450015,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.08,-15.911917493707733,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.09,-15.776159762608586,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.1,-15.640918298013275,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.11,-15.506219572300324,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.12,-15.372088702395558,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.13,-15.238549499190412,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.14,-15.105624515243107,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.15,-14.97333509044256,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.16,-14.84170139656635,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.17,-14.71074248009245,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.18,-14.580476304108743,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.19,-14.450919788214378,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.2,-14.32208884737338,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.21,-14.19399842977873,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.22,-14.066662552912021,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.23,-13.940094338788185,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.24,-13.814306047861464,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.25,-13.689309111970942,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.26,-13.565114166005515,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.27,-13.4417310784047,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.28,-13.319168981222901,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.29,-13.197436298331013,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.3,-13.076540773443412,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.31,-12.956489496660652,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.32,-12.837288930342766,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.33,-12.718944934313186,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.34,-12.601462789491052,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.35,-12.484847221843665,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.36,-12.369102424301673,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.37,-12.254232078965288,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.38,-12.140239377709804,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.39,-12.027127042820211,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.4,-11.914897346345242,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.41,-11.803552128985757,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.42,-11.693092818546575,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.43,-11.583520447369665,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.44,-11.474835669447202,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.45,-11.367038776777918,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.46,-11.26012971511227,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.47,-11.154108099552104,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.48,-11.048973229131661,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.49,-10.944724100700114,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.5,-10.841359423298854,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.51,-10.738877630908974,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.52,-10.637276895460673,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.53,-10.53655513911508,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.54,-10.436710045934888,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.55,-10.337739073642297,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.56,-10.239639464503853,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.57,-10.14240825601155,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.58,-10.046042290952755,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.59,-9.950538227712968,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.6,-9.855892549356213,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.61,-9.762101572996471,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.62,-9.669161458645249,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.63,-9.577068217709893,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.64,-9.485817721142666,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.65,-9.395405707444297,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.66,-9.305827789969044,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.67,-9.217079464695416,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.68,-9.129156116803642,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.69,-9.042053027893417,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.7,-8.955765382008394,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.71,-8.870288272300968,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.72,-8.785616706882138,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.73,-8.701745614613174,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.74,-8.618669850751758,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.75,-8.536384202219779,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.76,-8.454883392783813,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.77,-8.374162088002777,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.78,-8.294214899971848,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.79,-8.215036391891772,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.8,-8.136621082288912,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.81,-8.058963449671865,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.82,-7.9820579359075055,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.83,-7.905898950586561,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.84,-7.83048087451607,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.85,-7.7557980633864645,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.86,-7.681844851031201,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.87,-7.608615552802803,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.88,-7.536104468686972,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.89,-7.464305886242073,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.9,-7.3932140835386235,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.91,-7.3228233318950515,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.92,-7.253127898380626,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.93,-7.184122048463905,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.94,-7.115800048428355,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.95,-7.048156167438719,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.96,-6.981184679985745,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.97,-6.914879867777927,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.98,-6.849236021953402,-154.5893676485416
KC-QMC,4.0,SP,0.16667,4.99,-6.784247444797074,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.0,-6.719908451515948,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.01,-6.656213372159982,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.02,-6.593156553077279,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.03,-6.530732358602108,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.04,-6.468935172393685,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.05,-6.407759399007773,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.06,-6.347199465119047,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.07,-6.287249820918078,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.08,-6.227904941129964,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.09,-6.169159326207591,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.1,-6.111007503553992,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.11,-6.053444028424565,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.12,-5.996463484887499,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.13,-5.9400604866677895,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.14,-5.88422967819497,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.15,-5.828965735243401,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.16,-5.77426336571807,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.17,-5.720117310411297,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.18,-5.6665223434974905,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.19,-5.613473273493582,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.2,-5.56096494346275,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.21,-5.508992231829325,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.22,-5.457550052640727,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.23,-5.406633356324164,-154.5893676485416
KC-QMC,4.0,SP,0.16667,5.24,-5.3562371298030484,-154.5893676485416
