method,kT,stacking,disregistry,d,energy,energy_inf
KC-QMC,4.0,AB,0.0,5.35,18.375520563306054,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.36,18.420106256235158,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.37,18.46423135144869,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.38,18.507900377822807,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.39,18.55111782287713,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.4,18.59388813257101,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.41,18.636215711769182,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.42,18.67810492400895,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.43,18.719560091674794,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.44,18.76058549602749,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.45,18.801185377436923,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.46,18.841363935353,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.47,18.881125328538474,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.48,18.920473674981622,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.49,18.959413052361924,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.5,18.997947497991845,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.51,19.03608100907877,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.52,19.073817542783218,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.53,19.111161016422557,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.54,19.148115307907574,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.55,19.184684255509637,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.56,19.220871658384567,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.57,19.256681276718155,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.58,19.292116831813473,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.59,19.327182006585645,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.6,19.36188044541632,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.61,19.396215754648438,-154.5893676485416
