method,kT,stacking,disregistry,d,energy,energy_inf
KC-QMC,inf,AB,0.0,6.35,-1.9213588913553394,-154.5903787222419
KC-QMC,inf,AB,0.0,6.36,-1.9075011382519733,-154.5903787222419
KC-QMC,inf,AB,0.0,6.37,-1.8938107013818808,-154.5903787222419
KC-QMC,inf,AB,0.0,6.38,-1.880286235595122,-154.5903787222419
KC-QMC,inf,AB,0.0,6.39,-1.8669264134659898,-154.5903787222419
KC-QMC,inf,AB,0.0,6.4,-1.853729925089283,-154.5903787222419
KC-QMC,inf,AB,0.0,6.41,-1.8406954779929947,-154.5903787222419
KC-QMC,inf,AB,0.0,6.42,-1.8278217967017554,-154.5903787222419
KC-QMC,inf,AB,0.0,6.43,-1.8151076230569743,-154.5903787222419
KC-QMC,inf,AB,0.0,6.44,-1.8025517154601403,-154.5903787222419
KC-QMC,inf,AB,0.0,6.45,-1.7901528493093792,-154.5903787222419
KC-QMC,inf,AB,0.0,6.46,-1.7779098163009621,-154.5903787222419
KC-QMC,inf,AB,0.0,6.47,-1.7658214246330317,-154.5903787222419
KC-QMC,inf,AB,0.0,6.48,-1.753886498772772,-154.5903787222419
KC-QMC,inf,AB,0.0,6.49,-1.7421038792526815,-154.5903787222419
KC-QMC,inf,AB,0.0,6.5,-1.7304724225832615,-154.5903787222419
KC-QMC,inf,AB,0.0,6.51,-1.7189910009037703,-154.5903787222419
KC-QMC,inf,AB,0.0,6.52,-1.7076585022732615,-154.5903787222419
KC-QMC,inf,AB,0.0,6.53,-1.696473830001196,-154.5903787222419
KC-QMC,inf,AB,0.0,6.54,-1.6854359029093757,-154.5903787222419
KC-QMC,inf,AB,0.0,6.55,-1.674543654982699,-154.5903787222419
KC-QMC,inf,AB,0.0,6.56,-1.6637960352236405,-154.5903787222419
KC-QMC,inf,AB,0.0,6.57,-1.653192007826874,-154.5903787222419
KC-QMC,inf,AB,0.0,6.58,-1.642730551538989,-154.5903787222419
KC-QMC,inf,AB,0.0,6.59,-1.6324106598331127,-154.5903787222419
KC-QMC,inf,AB,0.0,6.6,-1.6222313409671187,-154.5903787222419
KC-QMC,inf,AB,0.0,6.61,-1.6121916173724458,-154.5903787222419
KC-QMC,inf,AB,0.0,6.62,-1.6022905257705133,-154.5903787222419
KC-QMC,inf,AB,0.0,6.63,-1.5925271172018256,-154.5903787222419
KC-QMC,inf,AB,0.0,6.64,-1.5829004567640368,-154.5903787222419
KC-QMC,inf,AB,0.0,6.65,-1.5734096233791206,-154.5903787222419
KC-QMC,inf,AB,0.0,6.66,-1.564053709822474,-154.5903787222419
KC-QMC,inf,AB,0.0,6.67,-1.554831822606502,-154.5903787222419
KC-QMC,inf,AB,0.0,6.68,-1.5457430816895794,-154.5903787222419
KC-QMC,inf,AB,0.0,6.69,-1.5367866207379848,-154.5903787222419
KC-QMC,inf,AB,0.0,6.7,-1.5279615864856169,-154.5903787222419
KC-QMC,inf,AB,0.0,6.71,-1.519267139112344,-154.5903787222419
KC-QMC,inf,AB,0.0,6.72,-1.5107024518074468,-154.5903787222419
KC-QMC,inf,AB,0.0,6.73,-1.502266710944241,-154.5903787222419
KC-QMC,inf,AB,0.0,6.74,-1.49395911564352,-154.5903787222419
KC-QMC,inf,AB,0.0,6.75,-1.4857788779190741,-154.5903787222419
KC-QMC,inf,AB,0.0,6.76,-1.4777252225321718,-154.5903787222419
KC-QMC,inf,AB,0.0,6.77,-1.4697973867878318,-154.5903787222419
KC-QMC,inf,AB,0.0,6.78,-1.4619946206221357,-154.5903787222419
KC-QMC,inf,AB,0.0,6.79,-1.4543161861947738,-154.5903787222419
KC-QMC,inf,AB,0.0,6.8,-1.446761358238291,-154.5903787222419
KC-QMC,inf,AB,0.0,6.81,-1.4393294235342182,-154.5903787222419
KC-QMC,inf,AB,0.0,6.82,-1.4320196810585912,-154.5903787222419
KC-QMC,inf,AB,0.0,6.83,-1.4248314418364316,-154.5903787222419
KC-QMC,inf,AB,0.0,6.84,-1.417764028912643,-154.5903787222419
KC-QMC,inf,AB,0.0,6.85,-1.4108167770609725,-154.5903787222419
KC-QMC,inf,AB,0.0,6.86,-1.403989032987738,-154.5903787222419
KC-QMC,inf,AB,0.0,6.87,-1.3972801549825817,-154.5903787222419
KC-QMC,inf,AB,0.0,6.88,-1.3906895131221972,-154.5903787222419
KC-QMC,inf,AB,0.0,6.89,-1.3842164887755644,-154.5903787222419
KC-QMC,inf,AB,0.0,6.9,-1.3778604750405066,-154.5903787222419
KC-QMC,inf,AB,0.0,6.91,-1.3716208761616144,-154.5903787222419
KC-QMC,inf,AB,0.0,6.92,-1.3654971078212839,-154.5903787222419
KC-QMC,inf,AB,0.0,6.93,-1.3594885969359893,-154.5903787222419
KC-QMC,inf,AB,0.0,6.94,-1.3535947814234532,-154.5903787222419
KC-QMC,inf,AB,0.0,6.95,-1.3478151104645804,-154.5903787222419
KC-QMC,inf,AB,0.0,6.96,-1.3421490442124195,-154.5903787222419
KC-QMC,inf,AB,0.0,6.97,-1.3365960537048522,-154.5903787222419
KC-QMC,inf,AB,0.0,6.98,-1.3311556208645925,-154.5903787222419
KC-QMC,inf,AB,0.0,6.99,-1.3258272384409793,-154.5903787222419
KC-QMC,inf,AB,0.0,7.0,-1.320610409922665,-154.5903787222419
KC-QMC,inf,AB,0.0,7.01,-1.3155046494794078,-154.5903787222419
KC-QMC,inf,AB,0.0,7.02,-1.3105094818165526,-154.5903787222419
KC-QMC,inf,AB,0.0,7.03,-1.3056244424078614,-154.5903787222419
KC-QMC,inf,AB,0.0,7.04,-1.3008490770007484,-154.5903787222419
KC-QMC,inf,AB,0.0,7.05,-1.2961829418491106,-154.5903787222419
KC-QMC,inf,AB,0.0,7.06,-1.2916256035969127,-154.5903787222419
KC-QMC,inf,AB,0.0,7.07,-1.287176639190875,-154.5903787222419
KC-QMC,inf,AB,0.0,7.08,-1.2828356359386817,-154.5903787222419
KC-QMC,inf,AB,0.0,7.09,-1.2786021911888383,-154.5903787222419
KC-QMC,inf,AB,0.0,7.1,-1.2744759126508143,-154.5903787222419
KC-QMC,inf,AB,0.0,7.11,-1.2704564179875888,-154.5903787222419
KC-QMC,inf,AB,0.0,7.12,-1.2665433350484818,-154.5903787222419
KC-QMC,inf,AB,0.0,7.13,-1.2627363015781157,-154.5903787222419
KC-QMC,inf,AB,0.0,7.14,-1.2590349654201418,-154.5903787222419
KC-QMC,inf,AB,0.0,7.15,-1.255438984313514,-154.5903787222419
KC-QMC,inf,AB,0.0,7.16,-1.2519480256887618,-154.5903787222419
KC-QMC,inf,AB,0.0,7.17,-1.2485617671627551,-154.5903787222419
KC-QMC,inf,AB,0.0,7.18,-1.2452798958693165,-154.5903787222419
KC-QMC,inf,AB,0.0,7.19,-1.2421021087793633,-154.5903787222419
KC-QMC,inf,AB,0.0,7.2,-1.2390281127009075,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.8,25.242083029210335,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.81,23.06922778856824,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.82,20.979400715063093,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.83,18.969885721046012,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.84,17.038049746741308,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.85,15.181340345938224,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.86,13.397283338214038,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.87,11.68348052573856,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.88,10.037607473204844,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.89,8.457411348848836,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.9,6.940708826092305,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.91,5.4853840425785165,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.92,4.089386616833508,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.93,2.7507297197298612,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.94,1.4674882003455423,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.95,0.23779676400590688,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.96,-0.940151798480656,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.97,-2.068108331557596,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.98,-3.1477689873427153,-154.5903787222419
KC-QMC,inf,SP,0.16667,2.99,-4.180776850582333,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.0,-5.168723518145271,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.01,-6.113150632969337,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.02,-7.015551375137875,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.03,-7.877371910115471,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.04,-8.700012795976363,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.05,-9.484830350033008,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.06,-10.233137976843864,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.07,-10.94620745818247,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.08,-11.625270205287961,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.09,-12.271518476045458,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.1,-12.886106556514278,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.11,-13.47015190840466,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.12,-14.024736283899983,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.13,-14.550906807504361,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.14,-15.049677027098369,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.15,-15.522027934261132,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.16,-15.96890895490651,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.17,-16.391238911106484,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.18,-16.789906955207698,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.19,-17.165773475688184,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.2,-17.519670977868373,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.21,-17.852404937904794,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.22,-18.164754631725373,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.23,-18.457473940274213,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.24,-18.73129213039647,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.25,-18.986914613167755,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.26,-19.22502367949346,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.27,-19.446279214142123,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.28,-19.651319389085984,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.29,-19.840761335362913,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.3,-20.015201795933535,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.31,-20.175217758544022,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.32,-20.321367070049746,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.33,-20.454189032519935,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.34,-20.574204981181538,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.35,-20.681918845541077,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.36,-20.777817693480756,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.37,-20.86237225923105,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.38,-20.936037455277983,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.39,-20.9992528691364,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.4,-21.052443245018367,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.41,-21.09601895135711,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.42,-21.1303764336335,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.43,-21.155898654280463,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.44,-21.172955518617528,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.45,-21.18190428838716,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.46,-21.18308998266002,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.47,-21.176845766080078,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.48,-21.163493326690514,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.49,-21.143343240313698,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.5,-21.116695325559704,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.51,-21.083838987222407,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.52,-21.045053549314616,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.53,-21.000608577916864,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.54,-20.95076419421821,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.55,-20.895771378069185,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.56,-20.835872261901386,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.57,-20.771300416090526,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.58,-20.702281125209993,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.59,-20.629031655815197,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.6,-20.551761516253464,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.61,-20.47067270806292,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.62,-20.38595996994991,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.63,-20.297811014053877,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.64,-20.206406755023636,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.65,-20.111921531817643,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.66,-20.014523322723107,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.67,-19.91437395394314,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.68,-19.811629301053472,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.69,-19.706439485016745,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.7,-19.598949061357416,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.71,-19.48929720398155,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.72,-19.37761788291391,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.73,-19.264040036447113,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.74,-19.148687738372246,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.75,-19.031680359417805,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.76,-18.913132723711897,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.77,-18.793155260849744,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.78,-18.671854152344167,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.79,-18.549331474176142,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.8,-18.425685334543232,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.81,-18.301010007067816,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.82,-18.17539606039645,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.83,-18.04893048296799,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.84,-17.92169680420193,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.85,-17.793775212136097,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.86,-17.665242666524136,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.87,-17.53617300922633,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.88,-17.406637070293073,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.89,-17.276702771428972,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.9,-17.14643522532424,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.91,-17.01589683262864,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.92,-16.885147375258384,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.93,-16.7542441067053,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.94,-16.623241840105038,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.95,-16.492193032434443,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.96,-16.361147866904503,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.97,-16.230154332355596,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.98,-16.099258299713256,-154.5903787222419
KC-QMC,inf,SP,0.16667,3.99,-15.968503596901428,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.0,-15.837932080350583,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.01,-15.70758370461408,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.02,-15.577496589918155,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.03,-15.447707087179879,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.04,-15.318249841104262,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.05,-15.18915785101126,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.06,-15.060462529945653,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.07,-14.932193761662347,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.08,-14.80437995592365,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.09,-14.67704810158466,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.1,-14.550223818660015,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.11,-14.423931407713098,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.12,-14.298193898634054,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.13,-14.173033096798463,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.14,-14.048469628585735,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.15,-13.924522985005751,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.16,-13.801211563521065,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.17,-13.678552709257929,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.18,-13.55656275418005,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.19,-13.435257055272814,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.2,-13.314650031272322,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.21,-13.194755198521307,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.22,-13.075585205078823,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.23,-12.957151864102343,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.24,-12.839466186065692,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.25,-12.722538409609115,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.26,-12.606378031749045,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.27,-12.490993836603593,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.28,-12.376393923710566,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.29,-12.262585734657478,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.3,-12.149576079682447,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.31,-12.037371162470663,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.32,-11.925976604776224,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.33,-11.815397469967138,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.34,-11.705638285522582,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.35,-11.59670306512271,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.36,-11.488595329923555,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.37,-11.381318128842395,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.38,-11.27487405834836,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.39,-11.169265281554544,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.4,-11.064493546582526,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.41,-10.960560204199282,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.42,-10.85746622516308,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.43,-10.755212216550717,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.44,-10.653798437735531,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.45,-10.553224815928843,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.46,-10.453490960790077,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.47,-10.354596178862266,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.48,-10.256539487221744,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.49,-10.159319627127843,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.5,-10.062935076392023,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.51,-9.967384062096244,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.52,-9.872664572292706,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.53,-9.778774367761798,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.54,-9.685710992634995,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.55,-9.593471785628935,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.56,-9.502053889882518,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.57,-9.411454263085034,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.58,-9.321669686905807,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.59,-9.232696776249213,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.6,-9.14453198807314,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.61,-9.057171629974619,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.62,-8.970611868280685,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.63,-8.884848736022832,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.64,-8.799878140474902,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.65,-8.71569587054546,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.66,-8.632297603791812,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.67,-8.54967891308479,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.68,-8.467835273157107,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.69,-8.38676206706441,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.7,-8.306454591889633,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.71,-8.226908064709278,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.72,-8.148117628181353,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.73,-8.070078355667647,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.74,-7.9927852565888315,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.75,-7.9162332812848035,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.76,-7.8404173257004,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.77,-7.765332235983806,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.78,-7.69097281282302,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.79,-7.6173338155495,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.8,-7.544409966329113,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.81,-7.4721959537419025,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.82,-7.400686436856631,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.83,-7.32987604837399,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.84,-7.25975939820637,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.85,-7.1903310767083894,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.86,-7.121585657761898,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.87,-7.053517701890087,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.88,-6.986121758760419,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.89,-6.919392370298738,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.9,-6.853324072988471,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.91,-6.78791140060639,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.92,-6.7231488863471895,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.93,-6.659031065326417,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.94,-6.595552476734156,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.95,-6.532707665581256,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.96,-6.470491185114952,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.97,-6.408897598506883,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.98,-6.347921480395598,-154.5903787222419
KC-QMC,inf,SP,0.16667,4.99,-6.2875574191857595,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.0,-6.227800018037669,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.01,-6.16864389681723,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.02,-6.110083693492925,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.03,-6.052114065358182,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.04,-5.994729690515669,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.05,-5.937925269099651,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.06,-5.881695524469251,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.07,-5.826035204401705,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.08,-5.770939081849065,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.09,-5.716401956422487,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.1,-5.6624186549161095,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.11,-5.608984032500302,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.12,-5.556092973332852,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.13,-5.503740391577594,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.14,-5.4519212319282815,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.15,-5.400630470481701,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.16,-5.349863115232438,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.17,-5.2996142069168855,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.18,-5.249878819246078,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.19,-5.200652059778804,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.2,-5.151929070270853,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.21,-5.103705026995158,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.22,-5.055975141382078,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.23,-5.008734660281334,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.24,-4.9619788663694635,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.25,-4.915703078440856,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.26,-4.8699026516405866,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.27,-4.824572977900971,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.28,-4.7797094861161895,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.29,-4.735307642171392,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.3,-4.691362949437462,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.31,-4.647870948625496,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.32,-4.604827218194259,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.33,-4.562227374321083,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.34,-4.520067070960067,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.35,-4.478342000133125,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.36,-4.437047891668044,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.37,-4.396180513635045,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.38,-4.355735671968432,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.39,-4.3157092106412165,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.4,-4.276097011868842,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.41,-4.236894995730836,-154.5903787222419
KC-QMC,inf,SP,0.16667,5.42,-4.198099120258121,-154.5903787222419
